"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Lined.up.in.Press.Coverage","Passer.Rating.Allowed","Pass.Break.Up","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Yards.per.Reception.Allowed","Average.Depth.of.Tackle","Interceptions","Pass.Stop","Missed.Tackles.on.Pass.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Assist.on.Pass.Plays","Touchdowns.Allowed","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Dropped.Int","Hurries","Hits","Fumble.Recovery","Forced.Fumble","Sacks","Pursuit.Pressure","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","First.Contact","Batted.Passes","Interception","Drops...Off.Targets.Receptions.Forced","Pass.Rush.Productivity","Unblocked.Pass.Rush","Beaten.Defender","Plays.of.15..Yards.Allowed"
"Omarr Dixon","HOLY CROSS",34,37.76,"D",52.4,51.6,61.2,NA,NA,0,0,NA,143.8,1,24.4,3.48,29,0,0,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,3,3,1,3,"60.00%",87,3,1,"12.00%","0.00%","60.00%","0.00%","20.00%",NA,NA,0,0,0,1,NA,0,0,3
"Tim Thomas II","MONTANA ST",27,37.72,"D",52.7,46.5,67.3,NA,4,2,1,NA,158.3,0,19,6.22,28,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,2,3,2,0,2,"100%",56,2,0,"11.10%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",4,0,0,0,NA,0,0,1
"Kameron Armstrong","BUTLER",38,37.5,"D",60.8,51,64.9,91,5,1,1,NA,158.3,0,8.4,5,31.3,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"16.70%",1,0,0,1,4,4,1,4,"80.00%",125,3,0,"12.00%","0.00%","60.00%","0.00%","0.00%","0.00%","20.00%",4,0,0,1,0,0,1,3
"Erin Moore","NICHOLLS",26,37.35,"D",60.2,60.2,61.7,57.2,0,0,0,NA,118.8,0,11,1.38,18,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"100%",0,0,1,0,1,1,0,1,"100%",18,1,0,"7.70%","100%","100%","0.00%","0.00%","0.00%","100%",1,0,0,0,25,1,0,1
"Jerry Addo-Boateng","E ILLINOIS",40,36.16,"D",55.1,58.4,46.7,NA,1,0,1,NA,72.1,0,3.2,1.2,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,3,2,0,3,"60.00%",24,1,0,"0.00%","0.00%","20.00%","0.00%","0.00%","100%","0.00%",2,0,0,2,NA,0,0,0
"Erv Wiggins Jr.","MAINE",25,35.99,"D",57.5,56.9,60.6,NA,NA,0,0,NA,158.3,0,21.5,2.25,18,0,0,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,2,"100%",36,1,0,"6.30%","0.00%","50.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,1
"Josiah Estes","SAN DIEGO",50,35.56,"D",47.8,48,53,NA,6,1,0,NA,137.5,1,12.3,3.35,14.5,27,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,7,5,1,6,"66.70%",87,6,1,"7.70%","0.00%","66.70%","0.00%","11.10%","0.00%","0.00%",5,0,0,1,NA,0,0,2
"Garret Jackson","MERRIMACK",25,34.76,"D",51.8,46.6,68.9,56.9,2,1,0,NA,158.3,0,23,3.54,23,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,2,0,2,"100%",46,1,0,"7.70%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,0,0,0,1
"Dev Holman","YNGTOWN ST",65,34.63,"D",47.1,50.9,41.4,NA,2,0,0,NA,60.4,1,21.2,1.76,22,7,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,"60.00%",0,0,0,0,7,4,1,2,"33.30%",44,2,1,"4.00%","0.00%","33.30%","0.00%","16.70%","66.70%","50.00%",4,0,0,2,NA,0,0,1
"Jamari Mosley","TXAMEA",23,34.26,"D",59.3,57.4,64.5,NA,1,1,0,NA,143.1,0,4.3,2.54,16.5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,1,2,2,1,2,"66.70%",33,2,1,"7.70%","0.00%","66.70%","0.00%","33.30%","0.00%","100%",1,0,0,0,NA,0,0,1
"Fred Adams","TARLETON",19,33.84,"D",52.7,50.6,63.1,NA,1,0,0,NA,118.8,0,13,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,0,2,"100%",32,2,0,"12.50%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,1
"Dashawn Long","WAGNER",23,33.73,"D",44.6,55.6,29.9,NA,2,2,0,NA,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,"60.00%",0,0,0,2,5,2,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","75.00%","0.00%",0,0,0,0,NA,0,0,0
"Kemari Nix","DELWARE ST",44,33.42,"D",45.9,55.4,46,56,3,2,0,NA,97.9,0,-4,1.32,14.5,6,0,0,1,1,2,1,0,0,0,0,0,1,0,1,0,0,0,"50.00%",0,0,1,2,6,3,1,2,"66.70%",29,1,0,"4.50%","0.00%","33.30%","0.00%","0.00%","50.00%","50.00%",5,0,0,1,12.5,1,0,1
"JQ Harris","VALPO",25,33.09,"D",51.1,53.4,50.6,NA,4,1,1,NA,158.3,0,12.7,3.15,13.7,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"20.00%",0,1,0,1,3,2,1,3,"100%",41,2,0,"15.40%","0.00%","66.70%","0.00%","0.00%","50.00%","0.00%",3,0,0,0,NA,0,0,2
"Justin Johnson","FORDHAM",51,32.42,"D",53.6,54.9,51.9,NA,4,1,0,NA,118.8,0,16.3,2.48,22.3,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,4,3,0,3,"100%",67,3,0,"3.70%","0.00%","100%","0.00%","0.00%","50.00%","25.00%",4,0,0,0,NA,0,0,1
"Dominic Julius","YNGTOWN ST",22,32.38,"D",49.7,48.1,62.3,NA,3,0,0,NA,118.8,0,13.3,4.45,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,3,0,3,"100%",49,2,0,"9.10%","0.00%","66.70%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,NA,0,0,1
"Lamont Payne","DELWARE ST",21,31.77,"D",32.2,33.7,52.8,NA,1,0,1,NA,39.6,0,25.8,0.38,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,4,3,0,1,"25.00%",6,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","100%","0.00%",1,0,0,2,NA,0,0,0
"Harrison Brun","S DAKOTA",79,31.52,"D",53,47.2,67.2,55,6,1,0,NA,108.9,0,6.7,2.29,10.1,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,8,6,0,7,"100%",71,4,0,"3.20%","0.00%","57.10%","0.00%","0.00%","0.00%","50.00%",7,0,0,0,0,0,0,1
"Cameron Cason","S ILLINOIS",36,30.77,"D",44.4,38.2,72.1,58.3,5,0,1,NA,151.2,0,14.7,4.2,16.8,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,4,4,0,5,"71.40%",84,3,0,"10.00%","0.00%","42.90%","0.00%","0.00%","0.00%","0.00%",2,0,0,2,0,0,0,2
"Dominic Girard","MURRAY ST",37,29.61,"D",50.3,61.9,31.7,59,4,1,1,NA,146.9,0,2,3.9,9.8,5,0,1,0,0,1,1,1,0,2,0,0,0,1,0,0,0,0,"20.00%",0,0,1,1,5,2,2,4,"100%",39,2,0,"10.00%","50.00%","50.00%","0.00%","0.00%","50.00%","0.00%",5,0,0,0,50,1,0,1
"Marquis Cooper","TOWSON",52,29.39,"D",47.7,44.2,66.5,NA,4,2,1,NA,158.3,0,12.6,3.31,17.2,6,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,2,5,5,0,5,"100%",86,4,0,"7.70%","0.00%","80.00%","0.00%","0.00%","0.00%","40.00%",3,0,0,0,NA,0,0,2
"Elijah Brady","MONTANA",20,29.32,"D",42.6,34.9,65.9,60,2,1,0,NA,109.7,0,17,8.2,20.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,2,"66.70%",41,0,0,"20.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,0,0,0,1
"Evan Kludt","N DAKOTA",36,28.09,"D",53.4,55.6,51.2,NA,2,1,0,NA,118.8,0,11,4,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,3,2,0,2,"100%",60,2,0,"13.30%","0.00%","100%","0.00%","0.00%","0.00%","50.00%",2,0,0,0,NA,0,0,2
"Geovanny Fabian","DELWARE ST",37,27.36,"D",49,52.1,45.7,NA,1,0,0,NA,85.4,0,12,0.91,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,6,4,1,2,"66.70%",20,2,0,"4.50%","0.00%","66.70%","0.00%","0.00%","0.00%","50.00%",1,0,0,0,NA,0,0,1
"Ezekiel Swayne","SAN DIEGO",52,25.3,"D",54.9,59.1,46.4,NA,1,1,0,NA,118.8,0,18,1.85,24,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"75.00%",0,0,0,1,4,2,0,2,"100%",48,2,0,"7.70%","0.00%","100%","0.00%","0.00%","66.70%","100%",2,0,0,0,NA,0,0,2
"Jahzir Dukes","NC CENT",24,23.89,"D",43.6,43.1,55.1,NA,1,0,1,NA,95.8,0,10.3,4.92,32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",1,0,0,0,3,2,0,2,"50.00%",64,2,0,"15.40%","0.00%","50.00%","0.00%","0.00%","50.00%","0.00%",0,0,0,2,NA,0,0,2
"Nicholas Williams","MERCYHURST",38,22.57,"D",52.7,51.1,63.9,NA,0,0,0,NA,156.3,0,17,3.29,26.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,3,3,0,3,"75.00%",79,3,0,"4.20%","0.00%","75.00%","0.00%","0.00%","0.00%","100%",1,0,0,0,NA,0,0,1
"Kamden Wyatt","MERRIMACK",28,22.05,"D",45.8,43.9,63.3,NA,2,0,0,NA,118.8,0,6.5,1.65,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60.00%",0,0,0,0,4,4,0,2,"100%",28,2,0,"5.90%","0.00%","100%","0.00%","0.00%","0.00%","60.00%",2,0,0,0,NA,0,0,1
"Terry Lewis II","MURRAY ST",36,19.44,"F",48.5,49.1,54,NA,3,0,0,NA,158.3,0,12.8,2.95,15.5,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,5,4,0,4,"100%",62,3,0,"4.80%","75.00%","75.00%","0.00%","0.00%","100%","0.00%",4,0,0,0,NA,0,0,1
"Marcellous Ryan","PORTLAND",57,19.21,"F",42.5,42.2,53.1,NA,4,0,0,NA,158.3,0,18,2,16.5,7,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,7,6,0,4,"80.00%",66,4,0,"3.00%","20.00%","80.00%","0.00%","0.00%","0.00%","0.00%",5,0,0,1,NA,0,0,1
"Nasir Maryland","E ILLINOIS",50,18.29,"F",47.8,47.8,53.7,NA,5,0,0,NA,158.3,0,11,3.87,17.8,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"16.70%",0,0,0,0,6,5,0,5,"100%",89,5,0,"8.70%","0.00%","100%","0.00%","0.00%","50.00%","0.00%",6,0,0,0,NA,0,0,2
"Sanborne Melson","PORTLAND",48,15.03,"F",43.5,47.4,39.5,NA,5,0,0,NA,110.4,0,14,2.33,12.6,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,"37.50%",0,0,0,0,8,6,1,5,"83.30%",63,5,0,"3.70%","66.70%","83.30%","0.00%","0.00%","100%","16.70%",6,0,0,1,NA,0,0,1
"Greg Jackson Jr.","NICHOLLS",23,12.62,"F",37.6,32.7,63,NA,NA,0,0,NA,158.3,0,41,12.2,61,0,0,NA,NA,NA,NA,NA,1,NA,1,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,1,"100%",61,1,0,"20.00%","100%","100%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,1
"Jaylen McRoy","ALCORN ST",17,10.58,"F",29.7,28.6,62.1,NA,1,0,0,NA,149.3,0,12.7,7,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,0,2,"66.70%",42,2,0,"33.30%","0.00%","66.70%","0.00%","0.00%","0.00%","0.00%",2,0,0,1,NA,0,0,2
"Tramayne Bullock","RICHMOND",26,0,"F",27.4,29.6,45.2,NA,2,0,1,NA,149.3,0,19.5,9.43,33,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,6,4,1,4,"66.70%",132,3,0,"21.40%","0.00%","50.00%","0.00%","0.00%","0.00%","33.30%",4,0,0,0,NA,0,0,3
